+------------+---------+---------+---------+---------+-------------+------------+----------+-------------+-------------+-------------+-------------+-----------------+-------------+-----------------+
| _Index_    |    Open |    High |     Low |   Close |      Volume |   Tomorrow |   Target |   VIX_Close |   SPY_Close |   VOO_Close |   IVV_Close |   Futures_Close |   Inflation |   Interest_Rate |
| 2025-04-14 | 5441.96 | 5459.46 | 5358.02 | 5405.97 | 5.03144e+09 |    5396.63 |        0 |       30.89 |    539.12   |    495.48   |    541.52   |         5440.75 |     2.33162 |     1.66923     |
| 2025-04-11 | 5255.56 | 5381.46 | 5220.77 | 5363.36 | 5.60255e+09 |    5405.97 |        1 |       37.56 |    533.94   |    490.55   |    536.98   |         5391.25 |     2.33381 |     1.66937     |
| 2025-04-10 | 5353.15 | 5353.15 | 5115.27 | 5268.05 | 6.67714e+09 |    5363.36 |        1 |       40.72 |    524.58   |    482.06   |    527.06   |         5302    |     2.33599 |     1.66951     |
| 2025-04-09 | 4965.28 | 5481.34 | 4948.43 | 5456.9  | 9.4896e+09  |    5268.05 |        0 |       33.62 |    548.62   |    499.1    |    546.25   |         5491    |     2.33817 |     1.66965     |
| 2025-04-08 | 5193.57 | 5267.47 | 4910.42 | 4982.77 | 7.40814e+09 |    5456.9  |        1 |       52.33 |    496.48   |    456.74   |    498.8    |         5020.25 |     2.34036 |     1.66979     |
| 2025-04-07 | 4953.79 | 5246.57 | 4835.04 | 5062.25 | 8.69198e+09 |    4982.77 |        0 |       46.98 |    504.38   |    463.56   |    506.38   |         5097.25 |     2.34254 |     1.66993     |
| 2025-04-04 | 5292.14 | 5292.14 | 5069.9  | 5074.08 | 8.8535e+09  |    5062.25 |        0 |       45.31 |    505.28   |    465.52   |    507.61   |         5110.25 |     2.34472 |     1.67007     |
| 2025-04-03 | 5492.74 | 5499.53 | 5390.83 | 5396.52 | 7.21047e+09 |    5074.08 |        0 |       30.02 |    536.7    |    494.16   |    540.07   |         5432.75 |     2.34691 |     1.67021     |
| 2025-04-02 | 5580.76 | 5695.31 | 5571.48 | 5670.97 | 4.24383e+09 |    5396.52 |        0 |       21.51 |    564.52   |    518.91   |    567.2    |         5712.25 |     2.34909 |     1.67035     |
| 2025-04-01 | 5597.53 | 5650.57 | 5558.52 | 5633.07 | 4.4345e+09  |    5670.97 |        1 |       21.77 |    560.97   |    515.8    |    563.78   |         5674.5  |     2.35128 |     1.67049     |
| 2025-03-31 | 5527.91 | 5627.56 | 5488.73 | 5611.85 | 5.25725e+09 |    5633.07 |        1 |       22.28 |    559.39   |    513.91   |    561.9    |         5653.25 |     2.34875 |     1.67906     |
| 2025-03-28 | 5679.2  | 5685.89 | 5572.42 | 5580.94 | 4.51333e+09 |    5611.85 |        1 |       21.65 |    555.66   |    510.8    |    558.12   |         5623    |     2.34622 |     1.68764     |
| 2025-03-27 | 5695.64 | 5732.28 | 5670.94 | 5693.31 | 4.40346e+09 |    5580.94 |        0 |       18.69 |    567.08   |    521.21   |    569.62   |         5739.25 |     2.34369 |     1.69622     |
| 2025-03-26 | 5771.66 | 5783.62 | 5694.41 | 5712.2  | 4.18314e+09 |    5693.31 |        0 |       18.33 |    568.59   |    522.648  |    571.42   |         5759.5  |     2.34116 |     1.70479     |
| 2025-03-25 | 5775.96 | 5786.95 | 5760.42 | 5776.65 | 4.46734e+09 |    5712.2  |        0 |       17.15 |    575.46   |    528.817  |    577.96   |         5826.5  |     2.33863 |     1.71337     |
| 2025-03-24 | 5718.08 | 5775.14 | 5718.08 | 5767.57 | 4.51799e+09 |    5776.65 |        1 |       17.48 |    574.08   |    527.561  |    576.72   |         5815.5  |     2.33611 |     1.72195     |
| 2025-03-21 | 5630.73 | 5670.84 | 5603.1  | 5667.56 | 9.36746e+09 |    5767.57 |        1 |       19.28 |    563.98   |    518.463  |    566.58   |         5617.8  |     2.33358 |     1.73052     |
| 2025-03-20 | 5646.92 | 5711.15 | 5632.33 | 5662.89 | 4.67842e+09 |    5667.56 |        1 |       19.8  |    563.794  |    518.333  |    566.74   |         5662.5  |     2.33105 |     1.7391      |
| 2025-03-19 | 5632.37 | 5715.33 | 5622.2  | 5675.29 | 4.66009e+09 |    5662.89 |        0 |       19.9  |    565.429  |    519.529  |    568.01   |         5678.5  |     2.32852 |     1.74768     |
| 2025-03-18 | 5654.53 | 5654.53 | 5597.76 | 5614.66 | 4.66627e+09 |    5675.29 |        1 |       21.7  |    559.337  |    514.128  |    561.93   |         5618    |     2.32599 |     1.75625     |
| 2025-03-17 | 5635.6  | 5703.52 | 5631.12 | 5675.12 | 5.03177e+09 |    5614.66 |        0 |       20.51 |    565.449  |    519.609  |    567.845  |         5680.25 |     2.32347 |     1.76483     |
| 2025-03-14 | 5563.85 | 5645.27 | 5563.85 | 5638.94 | 4.86318e+09 |    5675.12 |        1 |       21.77 |    561.122  |    515.672  |    563.808  |         5640    |     2.32094 |     1.77341     |
| 2025-03-13 | 5594.45 | 5597.78 | 5504.65 | 5521.52 | 5.01898e+09 |    5638.94 |        1 |       24.66 |    549.766  |    505.298  |    552.343  |         5527.5  |     2.31841 |     1.78198     |
| 2025-03-12 | 5624.84 | 5642.19 | 5546.09 | 5599.3  | 5.21983e+09 |    5521.52 |        0 |       24.23 |    557.194  |    511.985  |    559.74   |         5604.75 |     2.31588 |     1.79056     |
| 2025-03-11 | 5603.65 | 5636.3  | 5528.41 | 5572.07 | 6.22124e+09 |    5599.3  |        1 |       26.92 |    554.253  |    509.514  |    556.909  |         5577    |     2.31335 |     1.79914     |
| 2025-03-10 | 5705.37 | 5705.37 | 5564.02 | 5614.56 | 6.40937e+09 |    5572.07 |        0 |       27.86 |    558.899  |    513.729  |    561.694  |         5620.75 |     2.31082 |     1.80771     |
| 2025-03-07 | 5726.01 | 5783.01 | 5666.29 | 5770.2  | 5.70514e+09 |    5614.56 |        0 |       23.37 |    574.193  |    527.681  |    576.717  |         5776    |     2.3083  |     1.81629     |
| 2025-03-06 | 5785.87 | 5812.08 | 5711.64 | 5738.52 | 5.16508e+09 |    5770.2  |        1 |       24.87 |    570.992  |    524.85   |    573.757  |         5746.25 |     2.30577 |     1.82487     |
| 2025-03-05 | 5781.36 | 5860.59 | 5742.35 | 5842.63 | 5.28597e+09 |    5738.52 |        0 |       21.93 |    581.311  |    534.547  |    584.244  |         5851.25 |     2.30324 |     1.83344     |
| 2025-03-04 | 5811.98 | 5865.08 | 5732.59 | 5778.15 | 6.13811e+09 |    5842.63 |        1 |       23.51 |    575.13   |    528.617  |    577.914  |         5789.5  |     2.30071 |     1.84202     |
| 2025-03-03 | 5968.33 | 5986.09 | 5810.91 | 5849.72 | 5.61385e+09 |    5778.15 |        0 |       22.78 |    582.019  |    535.065  |    584.972  |         5860.75 |     2.29818 |     1.8506      |
| 2025-02-28 | 5856.74 | 5959.4  | 5837.66 | 5954.5  | 6.44114e+09 |    5849.72 |        0 |       19.63 |    592.398  |    544.442  |    595.19   |         5963.25 |     2.30426 |     1.8676      |
| 2025-02-27 | 5981.88 | 5993.69 | 5858.78 | 5861.57 | 5.05768e+09 |    5954.5  |        1 |       21.13 |    583.295  |    536.111  |    585.959  |         5876.25 |     2.31286 |     1.87603     |
| 2025-02-26 | 5970.87 | 6009.82 | 5932.69 | 5956.06 | 4.86958e+09 |    5861.57 |        0 |       19.1  |    592.757  |    544.861  |    595.429  |         5970.75 |     2.32146 |     1.88445     |
| 2025-02-25 | 5982.73 | 5992.65 | 5908.49 | 5955.25 | 5.37469e+09 |    5956.06 |        1 |       19.43 |    592.458  |    544.522  |    595.23   |         5970    |     2.33006 |     1.89288     |
| 2025-02-24 | 6026.69 | 6043.65 | 5977.83 | 5983.25 | 4.99012e+09 |    5955.25 |        0 |       18.98 |    595.419  |    547.243  |    598.141  |         6000.75 |     2.33866 |     1.9013      |
| 2025-02-21 | 6114.1  | 6114.82 | 6008.56 | 6013.13 | 5.43456e+09 |    5983.25 |        0 |       18.21 |    598.141  |    549.844  |    601.002  |         6029    |     2.34726 |     1.90973     |
| 2025-02-20 | 6134.5  | 6134.5  | 6084.59 | 6117.52 | 4.81369e+09 |    6013.13 |        0 |       15.66 |    608.549  |    559.361  |    611.559  |         6136.5  |     2.35586 |     1.91815     |
| 2025-02-19 | 6117.76 | 6147.43 | 6111.15 | 6144.15 | 4.56233e+09 |    6117.52 |        0 |       15.27 |    611.092  |    561.723  |    613.942  |         6163    |     2.36446 |     1.92658     |
| 2025-02-18 | 6121.6  | 6129.63 | 6099.51 | 6129.58 | 4.68498e+09 |    6144.15 |        1 |       15.35 |    609.656  |    560.367  |    612.576  |         6146.75 |     2.37306 |     1.93501     |
| 2025-02-14 | 6115.52 | 6127.47 | 6107.62 | 6114.63 | 4.33519e+09 |    6129.58 |        1 |       14.77 |    607.871  |    558.753  |    610.782  |         6132    |     2.38166 |     1.94343     |
| 2025-02-13 | 6060.59 | 6116.91 | 6050.95 | 6115.07 | 4.7638e+09  |    6114.63 |        0 |       15.1  |    607.901  |    558.733  |    610.772  |         6135.25 |     2.39026 |     1.95186     |
| 2025-02-12 | 6025.08 | 6063    | 6003    | 6051.97 | 4.62796e+09 |    6115.07 |        1 |       15.89 |    601.55   |    552.893  |    604.332  |         6072.75 |     2.39886 |     1.96028     |
| 2025-02-11 | 6049.32 | 6076.28 | 6042.34 | 6068.5  | 4.32488e+09 |    6051.97 |        0 |       16.02 |    603.495  |    554.727  |    606.345  |         6092.25 |     2.40746 |     1.96871     |
| 2025-02-10 | 6046.4  | 6073.38 | 6044.84 | 6066.44 | 4.45876e+09 |    6068.5  |        1 |       15.81 |    603.036  |    554.229  |    605.867  |         6088.75 |     2.41606 |     1.97713     |
| 2025-02-07 | 6083.13 | 6101.28 | 6019.96 | 6025.99 | 4.7669e+09  |    6066.44 |        1 |       16.54 |    598.968  |    550.292  |    601.929  |         6049.5  |     2.42466 |     1.98556     |
| 2025-02-06 | 6072.22 | 6084.03 | 6046.83 | 6083.57 | 4.84712e+09 |    6025.99 |        0 |       15.5  |    604.502  |    555.693  |    607.512  |         6106    |     2.43326 |     1.99399     |
| 2025-02-05 | 6020.45 | 6062.86 | 6007.06 | 6061.48 | 4.75625e+09 |    6083.57 |        1 |       15.77 |    602.408  |    553.7    |    605.289  |         6086.5  |     2.44187 |     2.00241     |
| 2025-02-04 | 5998.14 | 6042.48 | 5990.87 | 6037.88 | 4.41016e+09 |    6061.48 |        1 |       17.21 |    599.975  |    551.438  |    602.816  |         6063    |     2.45047 |     2.01084     |
| 2025-02-03 | 5969.65 | 6022.13 | 5923.93 | 5994.57 | 4.79721e+09 |    6037.88 |        1 |       18.62 |    595.977  |    547.801  |    598.819  |         6022.25 |     2.45907 |     2.01926     |
| 2025-01-31 | 6096.79 | 6120.91 | 6030.93 | 6040.53 | 4.84377e+09 |    5994.57 |        0 |       16.43 |    600.015  |    551.418  |    602.786  |         6067.25 |     2.4666  |     2.02895     |
| 2025-01-30 | 6050.75 | 6086.64 | 6027.46 | 6071.17 | 4.63462e+09 |    6040.53 |        0 |       15.84 |    603.225  |    554.378  |    606.056  |         6099.25 |     2.46554 |     2.03022     |
| 2025-01-29 | 6057.7  | 6062.83 | 6012.96 | 6039.31 | 4.11531e+09 |    6071.17 |        1 |       16.56 |    600.005  |    551.498  |    603.036  |         6067.5  |     2.46448 |     2.03149     |
| 2025-01-28 | 6026.97 | 6074.54 | 5994.63 | 6067.7  | 4.47364e+09 |    6039.31 |        0 |       16.41 |    602.707  |    553.93   |    605.608  |         6097    |     2.46341 |     2.03275     |
| 2025-01-27 | 5969.04 | 6017.17 | 5962.92 | 6012.28 | 5.19875e+09 |    6067.7  |        1 |       17.9  |    597.572  |    549.326  |    600.503  |         6046.75 |     2.46235 |     2.03402     |
| 2025-01-24 | 6121.43 | 6128.18 | 6088.74 | 6101.24 | 4.21425e+09 |    6012.28 |        0 |       14.85 |    606.147  |    557.079  |    608.997  |         6133.25 |     2.46128 |     2.03528     |
| 2025-01-23 | 6076.32 | 6118.73 | 6074.67 | 6118.71 | 4.43225e+09 |    6101.24 |        0 |       15.02 |    607.921  |    558.763  |    610.802  |         6152    |     2.46022 |     2.03655     |
| 2025-01-22 | 6081.39 | 6100.81 | 6076.13 | 6086.37 | 4.32304e+09 |    6118.71 |        1 |       15.1  |    604.621  |    555.683  |    607.412  |         6120.5  |     2.45916 |     2.03781     |
| 2025-01-21 | 6014.12 | 6051.51 | 6006.88 | 6049.24 | 4.70292e+09 |    6086.37 |        1 |       15.06 |    601.241  |    552.544  |    603.823  |         6084.25 |     2.45809 |     2.03908     |
| 2025-01-17 | 5995.4  | 6014.96 | 5978.44 | 5996.66 | 4.36683e+09 |    6049.24 |        1 |       15.97 |    595.788  |    547.562  |    598.4    |         6033.5  |     2.45703 |     2.04035     |
| 2025-01-16 | 5963.61 | 5964.69 | 5930.72 | 5937.34 | 4.28581e+09 |    5996.66 |        1 |       16.6  |    589.866  |    542.36   |    592.778  |         5975.5  |     2.45596 |     2.04161     |
| 2025-01-15 | 5905.21 | 5960.61 | 5905.21 | 5949.91 | 4.54457e+09 |    5937.34 |        0 |       16.12 |    591.002  |    543.167  |    593.784  |         5989    |     2.4549  |     2.04288     |
| 2025-01-14 | 5859.27 | 5871.92 | 5805.42 | 5842.91 | 4.14228e+09 |    5949.91 |        1 |       18.71 |    580.444  |    533.411  |    583.177  |         5882.25 |     2.45384 |     2.04414     |
| 2025-01-13 | 5782.02 | 5838.61 | 5773.31 | 5836.22 | 4.4212e+09  |    5842.91 |        1 |       19.19 |    579.646  |    532.733  |    582.37   |         5874.5  |     2.45277 |     2.04541     |
| 2025-01-10 | 5890.35 | 5890.35 | 5807.78 | 5827.04 | 4.75193e+09 |    5836.22 |        1 |       19.54 |    578.749  |    532.045  |    581.523  |         5866.25 |     2.45171 |     2.04667     |
| 2025-01-08 | 5910.66 | 5927.89 | 5874.78 | 5918.25 | 4.44174e+09 |    5827.04 |        0 |       17.7  |    587.722  |    540.267  |    590.355  |         5959.25 |     2.44958 |     2.0492      |
| 2025-01-07 | 5993.26 | 6000.68 | 5890.68 | 5909.03 | 4.51733e+09 |    5918.25 |        1 |       17.82 |    586.865  |    539.539  |    589.737  |         5954.25 |     2.44852 |     2.05047     |
| 2025-01-06 | 5982.81 | 6021.04 | 5960.01 | 5975.38 | 4.94012e+09 |    5909.03 |        0 |       16.04 |    593.574  |    545.678  |    596.446  |         6020.5  |     2.44745 |     2.05174     |
| 2025-01-03 | 5891.07 | 5949.34 | 5888.66 | 5942.47 | 3.66734e+09 |    5975.38 |        1 |       16.13 |    590.175  |    542.519  |    592.768  |         5989.5  |     2.44639 |     2.053       |
| 2025-01-02 | 5903.26 | 5935.09 | 5829.53 | 5868.55 | 3.62168e+09 |    5942.47 |        1 |       17.93 |    582.887  |    535.603  |    585.63   |         5916.5  |     2.44532 |     2.05427     |
| 2024-12-31 | 5919.74 | 5929.74 | 5868.86 | 5881.63 | 3.12835e+09 |    5868.55 |        0 |       17.35 |    584.322  |    536.948  |    586.856  |         5935.75 |     2.43882 |     2.04503     |
| 2024-12-30 | 5920.67 | 5940.79 | 5869.16 | 5906.94 | 3.43325e+09 |    5881.63 |        0 |       17.4  |    586.456  |    539.121  |    589.149  |         5958.75 |     2.43337 |     2.03452     |
| 2024-12-27 | 6006.17 | 6006.17 | 5932.95 | 5970.84 | 3.15961e+09 |    5906.94 |        0 |       15.95 |    593.225  |    545.19   |    595.679  |         6027    |     2.42793 |     2.02401     |
| 2024-12-26 | 6024.97 | 6049.75 | 6007.37 | 6037.59 | 2.90453e+09 |    5970.84 |        0 |       14.73 |    599.536  |    550.9    |    602.198  |         6095.25 |     2.42248 |     2.0135      |
| 2024-12-24 | 5984.63 | 6040.1  | 5981.44 | 6040.04 | 1.75772e+09 |    6037.59 |        0 |       14.27 |    599.497  |    550.91   |    602.487  |         6098    |     2.41704 |     2.003       |
| 2024-12-23 | 5940.25 | 5978.25 | 5902.57 | 5974.07 | 3.59328e+09 |    6040.04 |        1 |       16.78 |    592.906  |    545.299  |    595.788  |         6036    |     2.41159 |     1.99249     |
| 2024-12-20 | 5842    | 5982.06 | 5832.3  | 5930.85 | 8.22322e+09 |    5974.07 |        1 |       18.36 |    589.377  |    541.424  |    591.492  |         5840.26 |     2.40614 |     1.98198     |
| 2024-12-19 | 5912.71 | 5935.52 | 5866.07 | 5867.08 | 4.89688e+09 |    5930.85 |        1 |       24.09 |    582.382  |    535.364  |    585.012  |         5868.75 |     2.4007  |     1.97147     |
| 2024-12-18 | 6047.65 | 6070.67 | 5867.79 | 5872.16 | 5.24696e+09 |    5867.08 |        0 |       27.62 |    582.561  |    535.563  |    585.44   |         5872.25 |     2.39525 |     1.96097     |
| 2024-12-17 | 6052.55 | 6057.68 | 6035.19 | 6050.61 | 4.5445e+09  |    5872.16 |        0 |       15.87 |    600.457  |    551.765  |    603.175  |         6053.75 |     2.38981 |     1.95046     |
| 2024-12-16 | 6063.79 | 6085.19 | 6059.14 | 6074.08 | 4.3911e+09  |    6050.61 |        0 |       14.69 |    602.941  |    554.089  |    605.813  |         6080.5  |     2.38436 |     1.93995     |
| 2024-12-13 | 6068.17 | 6078.58 | 6035.77 | 6051.09 | 3.58496e+09 |    6074.08 |        1 |       13.81 |    600.377  |    551.924  |    603.24   |         6055.5  |     2.37892 |     1.92944     |
| 2024-12-12 | 6074.29 | 6079.68 | 6051.25 | 6051.25 | 3.67801e+09 |    6051.09 |        0 |       13.92 |    600.496  |    551.964  |    603.349  |         6060.75 |     2.37347 |     1.91894     |
| 2024-12-11 | 6060.15 | 6092.59 | 6060.15 | 6084.19 | 4.26995e+09 |    6051.25 |        0 |       13.58 |    603.607  |    554.824  |    606.568  |         6092.75 |     2.36803 |     1.90843     |
| 2024-12-10 | 6057.59 | 6065.4  | 6029.89 | 6034.91 | 4.04841e+09 |    6084.19 |        1 |       14.18 |    598.976  |    550.652  |    601.929  |         6046.25 |     2.36258 |     1.89792     |
| 2024-12-09 | 6083.01 | 6088.51 | 6048.63 | 6052.85 | 4.55646e+09 |    6034.91 |        0 |       14.19 |    600.844  |    552.222  |    603.677  |         6065.75 |     2.35714 |     1.88741     |
| 2024-12-06 | 6081.38 | 6099.97 | 6079.98 | 6090.27 | 3.92483e+09 |    6052.85 |        0 |       12.77 |    603.954  |    555.112  |    606.806  |         6099    |     2.35169 |     1.87691     |
| 2024-12-05 | 6089.03 | 6094.55 | 6072.9  | 6075.11 | 4.21202e+09 |    6090.27 |        1 |       13.54 |    602.812  |    554.01   |    605.714  |         6088.75 |     2.34625 |     1.8664      |
| 2024-12-04 | 6069.39 | 6089.84 | 6061.06 | 6086.49 | 4.00339e+09 |    6075.11 |        0 |       13.45 |    603.805  |    554.934  |    606.677  |         6098.5  |     2.3408  |     1.85589     |
| 2024-12-03 | 6042.97 | 6052.07 | 6033.39 | 6049.88 | 4.095e+09   |    6086.49 |        1 |       13.3  |    600.079  |    551.457  |    602.962  |         6063.25 |     2.33536 |     1.84538     |
| 2024-12-02 | 6040.11 | 6053.58 | 6035.33 | 6047.15 | 4.41247e+09 |    6049.88 |        1 |       13.34 |    599.801  |    551.328  |    602.714  |         6061.75 |     2.32991 |     1.83488     |
| 2024-11-29 | 6003.98 | 6044.17 | 6003.98 | 6032.38 | 2.44442e+09 |    6047.15 |        1 |       13.51 |    598.728  |    549.778  |    601.084  |         6051.5  |     2.32485 |     1.83107     |
| 2024-11-27 | 6014.11 | 6020.16 | 5984.87 | 5998.74 | 3.36334e+09 |    6032.38 |        1 |       14.1  |    595.031  |    546.897  |    597.856  |         6015    |     2.32524 |     1.83777     |
| 2024-11-26 | 6000.03 | 6025.42 | 5992.27 | 6021.63 | 3.83517e+09 |    5998.74 |        0 |       14.1  |    596.84   |    548.646  |    599.783  |         6038.25 |     2.32562 |     1.84448     |
| 2024-11-25 | 5992.28 | 6020.75 | 5963.91 | 5987.37 | 5.63315e+09 |    6021.63 |        1 |       14.6  |    593.74   |    545.586  |    596.266  |         6006.5  |     2.32601 |     1.85118     |
| 2024-11-22 | 5944.36 | 5972.9  | 5944.36 | 5969.34 | 4.14142e+09 |    5987.37 |        1 |       15.24 |    591.732  |    543.838  |    594.508  |         5987    |     2.32639 |     1.85788     |
| 2024-11-21 | 5940.58 | 5963.32 | 5887.26 | 5948.71 | 4.23012e+09 |    5969.34 |        1 |       16.87 |    589.904  |    542.02   |    592.551  |         5970.5  |     2.32678 |     1.86458     |
| 2024-11-20 | 5914.34 | 5920.67 | 5860.56 | 5917.11 | 3.77262e+09 |    5948.71 |        1 |       17.16 |    586.754  |    539.298  |    589.531  |         5937.75 |     2.32716 |     1.87129     |
| 2024-11-19 | 5870.05 | 5923.51 | 5855.29 | 5916.98 | 4.03694e+09 |    5917.11 |        1 |       16.35 |    586.555  |    539.099  |    589.263  |         5938.75 |     2.32755 |     1.87799     |
| 2024-11-18 | 5874.17 | 5908.12 | 5865.95 | 5893.62 | 3.98386e+09 |    5916.98 |        1 |       15.58 |    584.419  |    537.143  |    587.216  |         5920    |     2.32793 |     1.88469     |
| 2024-11-15 | 5912.79 | 5915.32 | 5853.01 | 5870.62 | 4.59096e+09 |    5893.62 |        1 |       16.14 |    582.034  |    534.927  |    584.782  |         5896.5  |     2.32832 |     1.89139     |
| 2024-11-14 | 5989.68 | 5993.88 | 5942.28 | 5949.17 | 4.18457e+09 |    5870.62 |        0 |       14.31 |    589.586  |    541.921  |    592.303  |         5978.25 |     2.3287  |     1.8981      |
| 2024-11-13 | 5985.75 | 6008.19 | 5965.91 | 5985.38 | 4.22018e+09 |    5949.17 |        0 |       14.02 |    593.402  |    545.388  |    596.246  |         6016    |     2.32909 |     1.9048      |
| 2024-11-12 | 6003.6  | 6009.92 | 5960.08 | 5983.99 | 4.2434e+09  |    5985.38 |        1 |       14.71 |    593.114  |    545.109  |    595.799  |         6013    |     2.32947 |     1.9115      |
| 2024-11-11 | 6008.86 | 6017.31 | 5986.69 | 6001.35 | 4.333e+09   |    5983.99 |        0 |       14.97 |    594.962  |    546.748  |    597.627  |         6031.75 |     2.32986 |     1.9182      |
| 2024-11-08 | 5976.76 | 6012.45 | 5976.76 | 5995.54 | 4.66674e+09 |    6001.35 |        1 |       14.94 |    594.395  |    546.301  |    597.17   |         6025.25 |     2.33024 |     1.9249      |
